filename,caption,predicted_caption,bert_P,bert_R,bert_F1,cider
000382.jpg,Juicy cheeseburger with fresh toppings and a side of beans.,crispy fried chicken wings with golden fries and dipping sauce.e.,87.5700,87.7104,87.6401,0.5722
000383.jpg,"Fresh fruit salad with grapes, peaches and small pastries.",crispy fried chicken wings with fresh green onions.e sauce.,86.8333,85.1810,85.9992,0.2474
000384.jpg,A lavish spread of various savory and sweet dishes.,crispy fried chicken wings with a side of sauce.e sauce.,86.6700,86.9316,86.8006,11.2383
000385.jpg,"Assorted pizza slices with tomato, zucchini, and cheese toppings.",crispy fried chicken wings with green onions and fresh green onions.,87.0818,87.4771,87.2790,0.5944
000386.jpg,Fruit and chocolate skewer drizzled with rich chocolate sauce.,crispy fried chicken wings with fresh green onions.e sauce.,86.8326,85.9150,86.3714,13.4417
000387.jpg,"A feast of rice, meat, and fresh salads.",crispy fried chicken wings with a side of sauce.e sauce.,86.7237,88.6310,87.6670,11.9634
000388.jpg,White frosted cake slice with raspberry filling and sprinkles.,crispy fried rice with a side of sauce.e sauce.,86.4399,83.8521,85.1263,0.2275
000389.jpg,"Seafood plate with shrimp, fish, broccoli, and potatoes.",crispy fried chicken wings with green onions and a side of sauce.,87.4768,89.6606,88.5552,0.5017
000390.jpg,"Abundant spread of roasted meat, salads, and grilled dishes.","crispy fried chicken wings with sauce, cheese, cheese, and sauce.e.",84.1076,85.9230,85.0056,0.2854
000391.jpg,"Toasted sandwich with melted cheese, ham, egg, and fries.",crispy fried chicken wings with golden fries and dipping sauce. fries.,87.5680,88.5393,88.0510,28.0313
000392.jpg,"Freshly chopped vegetables, corn, and ingredients on a counter.",crispy fried chicken wings with green onions and fresh green onions.,84.2594,86.0312,85.1361,0.2936
000393.jpg,"Plate of potato wedges, lentils, carrots, and mixed greens.",crispy fried rice with egg and green onions.e.,86.0493,86.8749,86.4601,0.3617
000394.jpg,"Whole fish baked with potatoes, carrots, and colorful peppers.",crispy fried chicken wings with fresh green onions.e sauce.,87.4148,88.1527,87.7822,0.2647
000395.jpg,"Hearty stew, fresh salads with eggs, and green olives.",crispy fried chicken wings with green onions and fresh green onions.,88.9419,89.6203,89.2798,17.1668
000396.jpg,"Breaded fish fillet with pasta, broccoli, and a lemon.",crispy fried chicken wings with a side of dipping sauces.,86.9681,87.7235,87.3442,5.6920
000397.jpg,Salmon fillet with potato balls and a side salad.,crispy fried chicken wings with green onions and fresh salad..,86.9369,90.5430,88.7033,0.6058
000398.jpg,Three perfectly fried eggs on a white plate.,crispy fried chicken wings with a side of dipping sauces.,87.1098,90.3426,88.6967,20.0909
000399.jpg,Small round pastries cooking on a griddle.,crispy fried rice with a side of a side of sauce.,85.6278,89.4680,87.5058,3.8871
000400.jpg,Stuffed zucchini boat with savory meat and vegetables.,crispy fried chicken wings with powdered sugar and a side of sauce.,86.7267,85.4552,86.0863,0.5049
000401.jpg,"Shrimp, grains, and colorful mixed vegetables on a plate.",crispy fried chicken wings with green onions and a side of sauce.,86.5801,88.6179,87.5871,4.9638
000402.jpg,Assorted cheese board with fruit and two wine glasses.,crispy fried chicken wings with fresh green onions.e sauce.,85.9514,85.6004,85.7756,0.2348
000403.jpg,"Grilled wrap, toasted burger, and crispy golden fries.",crispy fried chicken wings with vibrant green onions..,86.5257,89.4021,87.9404,16.0798
000404.jpg,"Foamy latte, crispy fried onions, and a blurry waffle.",crispy fried chicken wings in a white plate..e.,87.5751,87.3623,87.4685,62.3316
000405.jpg,"Cereal, toast, muffins, coffee, and juice on a tray.",crispy fried chicken wings with golden fries and dipping sauce. fries.,84.8953,86.4223,85.6520,0.3209
000406.jpg,"Fruit salad with strawberries, grapes, melon, and bananas.",crispy fried chicken wings with green onions and a side of sauce.,86.6108,88.7356,87.6603,0.4472
000407.jpg,"Steamed broccoli, purple rice, and turmeric tofu stew.",crispy fried chicken wings with green onions and a side of sauce.,86.7488,88.5693,87.6496,0.2494
000408.jpg,Sizzling plate with stir-fried dish and various sauces.,crispy fried rice with a side of a side of sauce.,88.4313,89.9474,89.1829,0.1941
000409.jpg,"Couscous with meat, chickpeas, and mixed root vegetables.",crispy fried chicken wings with green onions and fresh green onions.,86.4925,87.2833,86.8861,0.4860
000410.jpg,"Creamy macaroni with peas, grated cheese, and fresh herbs.",crispy fried chicken wings with green onions and fresh green onions.,89.6593,88.0974,88.8715,15.6804
000411.jpg,"Chicken with roasted vegetables, mashed potatoes, and sauce.",crispy fried chicken wings with a side of sauce.e sauce.,88.9650,89.0195,88.9923,14.7966
000412.jpg,"Grilled skewers on banana leaf, some slightly charred.",crispy fried rice with a side of dipping sauces.,86.8692,85.9651,86.4148,0.0000
000413.jpg,"Seafood with colorful peppers, avocado, and yellow sauce.",crispy fried chicken wings with green onions and a side of sauce.,89.0610,90.3900,89.7206,12.0267
000414.jpg,A table laden with multiple dishes and various foods.,crispy fried chicken wings with a side of sauce.e sauce.,85.5243,85.7313,85.6277,0.1951
000415.jpg,"Hearty breakfast with omelet, pancakes, and fruit sauce.","crispy fried chicken wings with sauce, cheese, cheese, and sauce.e.",86.3149,86.9049,86.6089,0.4848
000416.jpg,Colorful macarons neatly arranged in display trays.,crispy fried rice with melted cheese and dipping sauces.e.,84.4211,83.8757,84.1475,0.0000
000417.jpg,"Leftover pizza slices, coffee cups, water bottle.",crispy fried chicken wings with egg and green onions.e sauce.,83.7783,85.0905,84.4293,0.0000
000418.jpg,"Plates with potatoes, meat, and beet salad.",crispy fried chicken wings with green onions and a side of sauce.,86.1819,89.8321,87.9691,0.4980
000419.jpg,"Roasted turkey, fresh salad, and bread rolls.",crispy fried rice with a side of a side of sauce.,85.4732,87.4926,86.4711,0.0000
000420.jpg,Hearty brown soup with noodles and lentils.,crispy fried chicken wings with a side of sauce.e sauce.,87.7019,87.9470,87.8243,0.2579
000421.jpg,"Picnic spread: burgers, wraps, fruit skewers, and chips.",crispy fried chicken wings with green onions and fresh green onions.e.,83.7395,86.0785,84.8929,0.2328
000422.jpg,Grilled chicken drumsticks and thighs cooking on a griddle.,crispy fried chicken wings with powdered sugar and dipping sauces.,86.7761,90.2331,88.4708,19.3546
000423.jpg,"Large saucy burrito with vegetables, served with guacamole.",crispy fried chicken wings with green onions and a side of sauce.,88.1756,86.8605,87.5131,0.3610
000424.jpg,"Melted, bubbly cheese topping a rich, brown soup.",crispy fried rice with a side of a side of sauce.,86.9219,86.5251,86.7230,3.8745
000425.jpg,Sliced cooked meat with a savory sauce on a plate.,crispy fried chicken wings with powdered sugar and dipping sauces.,87.8919,89.2423,88.5619,0.2844
000426.jpg,"Golden pancakes with butter, sliced bananas, and coffee.",crispy fried chicken wings with a side of sauce.e sauce.,87.2780,87.6562,87.4667,0.2333
000427.jpg,"Steamed potatoes with herbs, tomato, and green pepper.",crispy fried chicken wings with powdered sugar and a side of sauce.,87.0884,87.7037,87.3949,0.5296
000428.jpg,"Gnocchi with tomato sauce, salad, bread, and soup.",crispy fried chicken wings with fresh green onions.e sauce.,87.1742,86.0489,86.6079,0.2741
000429.jpg,Guacamole with shredded vegetables and fresh lime wedges.,crispy fried chicken wings with green onions and fresh green onions.e sauce.,87.1631,85.9497,86.5521,12.6012
000430.jpg,"Chicken skewers, sausages, cheese slices, and potatoes.",crispy fried rice with melted cheese and dipping sauces.e.,85.5605,87.8036,86.6676,22.9882
000431.jpg,Fried fish and fries on a white plate.,crispy fried chicken wings with fresh green onions.e sauce.,86.3019,90.0128,88.1183,0.0000
000432.jpg,"Sushi rolls with rice, sesame seeds, vegetables, and wasabi.",crispy fried rice with powdered sugar and a side of sauce.,89.3902,89.9743,89.6813,0.6141
000433.jpg,Pink macaron with raspberry and elegant red petal garnish.,crispy fried rice with a side of dipping sauce.,87.8200,85.3704,86.5779,0.2528
000434.jpg,Table spread with various Asian dishes and drinks.,crispy fried chicken wings with fresh green onions.e sauce.,85.2597,86.7576,86.0022,0.2341
000435.jpg,Spaghetti noodles generously covered with rich red sauce.,crispy fried chicken wings with a side of dipping sauces.,88.1401,88.8480,88.4927,0.2781
000436.jpg,"Rice with meat, julienned vegetables, bread, and banana.",crispy fried chicken wings with fresh green onions.e sauce.,86.1704,85.3772,85.7720,0.2520
000437.jpg,Fresh submarine sandwich with vegetables and a drink.,crispy fried chicken wings with powdered sugar and a side of sauce.,86.9766,89.9523,88.4394,15.8666
000438.jpg,Grilled fish fillet served with diced tomatoes and lemon.,crispy fried chicken wings with green onions and fresh green onions. fries.,87.2419,88.2798,87.7578,0.5597
000439.jpg,Two hot dogs with generous sauerkraut in buns.,crispy fried chicken wings with powdered sugar and a side of sauce.,88.0861,86.0041,87.0326,0.1817
000440.jpg,Salmon and rice porridge with fresh herbs.,crispy fried chicken wings with a side of sauce.e sauce.,86.8470,86.8515,86.8492,0.2584
000441.jpg,A spread of Asian dishes including fish and greens.,crispy fried chicken wings with green onions and fresh green onions.,85.7818,88.0020,86.8777,0.3270
000442.jpg,"Breakfast: egg, hash browns, kiwi, oranges, and coffee.",crispy fried chicken wings with powdered sugar and a side of sauce.,85.5475,86.0911,85.8184,0.2601
000443.jpg,Steaming clay pot with green bean and tomato stew.,crispy fried chicken wings with fresh green onions.e sauce.,86.9324,86.7908,86.8615,10.0920
000444.jpg,Vibrant platter of assorted fresh fruits.,crispy fried chicken wings with green onions and fresh salad.e sauce.,84.8453,87.1735,85.9936,5.5761
000445.jpg,Spaghetti with clams on a white plate.,crispy fried rice with a side of dipping sauces.,86.9994,89.4210,88.1936,7.7827
000446.jpg,"Boiled egg, radish, and assorted fried items.",crispy fried chicken wings with golden fries and dipping sauce. fries.,86.2744,88.1132,87.1841,9.8169
000447.jpg,Powdered sugar dusted cannoli with creamy filling.,crispy fried chicken wings with powdered sugar and a side of sauce.,88.3934,87.1457,87.7651,31.1132
000448.jpg,"Sandwich with fried egg, cheese, and french fries.",crispy fried chicken wings with green onions and fresh green onions.,86.5079,91.0905,88.7401,11.6963
000449.jpg,Crisp green lettuce salad with creamy dressing.,crispy fried chicken wings with green onions and fresh green onions.,89.3184,91.0039,90.1533,9.1718
000450.jpg,"Golden waffle with whipped cream, strawberries, and blueberries.",crispy fried chicken wings with powdered sugar and a side of sauce.,87.4141,88.0420,87.7270,0.5521
000451.jpg,"Golden waffle with powdered sugar, bacon, and fluffy eggs.",crispy fried chicken wings with powdered sugar and dipping sauces.,88.4894,90.8489,89.6536,41.4086
000452.jpg,Glazed fish fillet with white purée on a brown plate.,crispy fried rice with a side of a side of sauce.,85.2147,85.2358,85.2252,5.1699
000453.jpg,"Escargots in a black pan with green sauce, bread.",crispy fried rice with a white frosting.e sauce.,88.1600,88.1425,88.1512,6.0345
000454.jpg,Seared scallops on green lettuce with sliced red peppers.,crispy fried chicken wings with a side of sauce.e sauce.,87.3415,84.9704,86.1397,0.2262
000455.jpg,Fresh green salad with orange slices and pumpkin seeds.,crispy fried chicken wings with green onions and fresh green onions.,88.0474,89.1180,88.5795,10.3118
000456.jpg,"Colorful macarons in red, blue, and green, in packaging.",crispy fried chicken wings with fresh green onions.e sauce.,85.5942,85.0123,85.3023,0.0000
000457.jpg,Grilled sandwich with visible lettuce and crispy bread marks.,crispy fried rice with melted cheese and dipping sauces.e.,86.7362,86.9370,86.8364,16.7184
000458.jpg,"Creamy curry, rice, and naan bread.",crispy fried chicken wings with powdered sugar and a side of sauce.,87.4712,89.0106,88.2342,0.2742
000459.jpg,"Thinly sliced meat, salad, croutons, and white fish.",crispy fried chicken wings with green onions and a side of sauce.,86.9801,87.5950,87.2865,0.3064
000460.jpg,Sushi rolls with soy sauce and pickled ginger.,crispy fried rice with a side of a side of sauce.,87.3053,88.4013,87.8499,0.1837
000461.jpg,"Spicy chicken wings with celery, carrots, and dipping sauce.",crispy fried chicken wings with golden fries and dipping sauce. fries.,92.4473,92.5930,92.5201,212.9399
000462.jpg,"Rice bowl with egg, mushrooms, sprouts, and vegetables.",crispy fried chicken wings with green onions and fresh green onions.,86.1735,88.9565,87.5429,0.5629
000463.jpg,Creamy yellow soup with fresh green herb garnish.,crispy fried rice with a side of a side of sauce.,87.8772,85.9408,86.8982,0.2485
000464.jpg,Crispy fried calamari with two dipping sauces and lemon.,crispy fried chicken wings with powdered sugar and a side of sauce.,92.1187,91.7787,91.9484,12.4476
000465.jpg,"Fried patties topped with poached eggs, drizzled sauce, and greens.",crispy fried chicken wings with green onions and fresh green onions.e.,87.0356,85.6270,86.3256,0.4902
000466.jpg,Toasted bruschetta topped with diced tomatoes and fresh basil.,crispy fried chicken wings with green onions and fresh green onions.,88.5586,86.9781,87.7612,18.1101
000467.jpg,"Glazed ribs, crinkle fries, and creamy coleslaw on a plate.",crispy fried chicken wings with golden fries and dipping sauce. fries.,88.2906,87.5619,87.9248,0.3717
000468.jpg,Dark curry and white rice on a simple meal tray.,crispy fried rice with a side of dipping sauces.,87.8529,89.8668,88.8484,30.8737
000469.jpg,Glazed chicken wings with a vibrant red sauce.,crispy fried rice with a side of dipping sauces.,89.2129,90.4450,89.8247,22.3783
000470.jpg,Fresh green salad with yellow fruit and pistachios.,crispy fried chicken wings with green onions and fresh salad..,87.5653,89.8517,88.6937,12.8708
000471.jpg,"Elegant beet salad with microgreens, nuts, and creamy dressing.",crispy fried chicken wings with fresh green onions.e sauce.,87.5368,87.1850,87.3605,0.2288
000472.jpg,Mixed green salad with many bright red tomatoes.,crispy fried chicken wings with green onions and fresh salad..,86.6630,89.0539,87.8422,8.9740
000473.jpg,Golden wrap drizzled with creamy and green sauces.,crispy fried chicken wings with powdered sugar and a side of dipping sauce.,86.9545,88.1046,87.5258,0.5457
000474.jpg,Savory fried rice with a few green peas.,crispy fried chicken wings with green onions and a side of sauce.,90.1589,92.2547,91.1948,23.3765
000475.jpg,Layered chocolate cake with creamy filling and glossy ganache.,crispy fried chicken wings with a side of sauce.e.,86.1279,83.5472,84.8179,0.2400
000476.jpg,"Pile of crispy, vibrant orange chicken wings.",crispy fried chicken wings with golden fries and dipping sauce. fries.,88.9749,91.4370,90.1892,16.2806
000477.jpg,"Pizza slice with cheesy, green herb topping.",crispy fried rice with powdered sugar and a side of sauce.,88.0855,87.7038,87.8942,0.2300
000478.jpg,White meat with glazed onions and savory sauce.,crispy fried rice with egg and crispy sauce..,87.9467,89.2365,88.5869,0.6902
000479.jpg,"Sweet dumpling in a rich, dark syrupy sauce.",crispy fried chicken wings with a side of dipping sauce.,88.4213,88.0987,88.2597,19.0523
000480.jpg,"Two golden-brown, crispy fried pastries in a basket.",crispy fried chicken wings with powdered sugar and a side of sauce.,87.9928,90.2629,89.1134,52.3367
000481.jpg,"Red carpaccio with fresh sprouts, red onion, and sesame.",crispy fried chicken wings with vibrant green onions. with a side of sauce.,88.2279,87.3822,87.8030,0.1631
000482.jpg,Chocolate bar dessert with ice cream and elegant sauce drizzle.,crispy fried chicken wings with vibrant green onions..,85.1448,86.2663,85.7019,0.2248
000483.jpg,"Chicken stir-fry with vegetables, onions, and rich savory sauce.",crispy fried chicken wings with green onions and a side of sauce.,91.3693,91.4833,91.4263,12.5591
000484.jpg,"Fried fish, crispy fries, green peas, and creamy sauce.",crispy fried chicken wings with golden fries and dipping sauce. fries.,90.6100,90.9317,90.7705,33.4676
000485.jpg,"Golden fried fish fillets, potato wedges, lemon, and sauce.",crispy fried chicken wings with golden fries and crispy topping..,87.2915,88.3317,87.8085,11.6481
000486.jpg,"Noodles topped with lacy egg, sprouts, and chives.",crispy fried chicken wings with green onions and a side of sauce.,88.6371,88.5880,88.6125,0.4859
000487.jpg,Rich brown soup with cream and fresh chives.,crispy fried rice with a side of a side of sauce.,86.1623,86.1813,86.1718,0.2480
000488.jpg,Glazed ribs and golden crispy french fries.,crispy fried chicken wings with a side of dipping sauce.e.,87.2774,88.4991,87.8840,16.8904
000489.jpg,"Golden pastry pieces, drizzled with sweet syrup.",crispy fried rice with powdered sugar and a side of sauce.,88.8130,87.4590,88.1308,0.2378
000490.jpg,Crispy fried fish and golden fries with dipping sauces.,crispy fried chicken wings with golden fries and dipping sauce. fries.,94.4710,95.6355,95.0497,148.9196
000491.jpg,"Fresh spring rolls with shrimp, greens, and peanut sauce.",crispy fried rice with melted cheese and dipping sauces.e.,87.4098,88.7935,88.0962,0.6257
000492.jpg,Crispy fried calamari served with colorful garnishes and sauces.,crispy fried rice with a side of sauce.e.,91.1245,88.6043,89.8467,13.8290
000493.jpg,Chilled soba noodles on a bamboo mat with dipping sauce.,crispy fried chicken wings with a side of sauce.e sauce.,89.2186,88.9229,89.0705,15.7798
000494.jpg,"Assorted sandwiches with meat, tomato, egg, and cucumber fillings.",crispy fried chicken wings with powdered sugar and a side of sauce.,87.0598,87.0880,87.0739,0.5287
000495.jpg,"Crispy falafel balls with sesame seeds, pickles, and sauce.",crispy fried chicken wings with a side of sauce.e sauce.,92.2200,88.6971,90.4243,12.4052
000496.jpg,Two eggs benedict topped with rich hollandaise sauce.,crispy fried chicken wings with green onions and a side of sauce.,87.9891,86.7021,87.3408,12.2569
000497.jpg,Decadent chocolate mousse with whipped cream and chocolate shavings.,crispy fried chicken wings with a side of sauce.e sauce.,88.0187,85.0442,86.5058,0.2179
000498.jpg,Golden fried chicken wings with celery and creamy dip.,crispy fried chicken wings with golden fries and dipping sauce. fries.,91.9071,91.9055,91.9063,212.7298
000499.jpg,Crispy fried fish and fries with dipping sauces.,crispy fried chicken wings with golden fries and dipping sauce. fries.,93.6862,95.5724,94.6199,88.9106
000500.jpg,Fresh tomato and mozzarella salad with toasted bread.,crispy fried chicken wings with green onions and fresh green onions.,86.4766,85.1177,85.7918,0.6149
